job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata
1032,dyn-staging,staging1032,562320.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,562320.001830,0.014194,562320.016025,0.001800,0.015995,1.126828,1020 1023,0.000000,""
1033,dyn-staging,staging1033,562320.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,562320.001875,0.341425,562320.343300,0.001845,0.343270,1.005405,1013 1023,0.000000,""
1034,dyn-staging,staging1034,562320.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,562320.001920,10.133430,562330.135350,0.001890,10.135320,1.000187,1013 1023,0.000000,""
1035,dyn-staging,staging1035,562320.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,562320.001965,0.012097,562320.014062,0.001935,0.014032,1.159976,1013 1023,0.000000,""
1036,dyn-staging,staging1036,562320.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,562320.002010,0.014194,562320.016205,0.001980,0.016175,1.139511,1013 1023,0.000000,""
1037,dyn-staging,staging1037,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000075,0.012097,570420.012172,0.000045,0.012142,1.003720,1018 1023,0.000000,""
1038,dyn-staging,staging1038,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000120,10.296987,570430.297107,0.000090,10.297077,1.000009,1018 1023,0.000000,""
1039,dyn-staging,staging1039,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000165,0.341425,570420.341590,0.000135,0.341560,1.000395,1018 1023,0.000000,""
104,dyn-staging,staging104,304740.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,304740.000210,0.371639,304740.371849,0.000180,0.371819,1.000484,1019 1023,0.000000,""
1040,dyn-staging,staging1040,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000210,0.012097,570420.012307,0.000180,0.012277,1.014881,1019 1023,0.000000,""
1041,dyn-staging,staging1041,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000255,10.296987,570430.297242,0.000225,10.297212,1.000022,1019 1023,0.000000,""
1042,dyn-staging,staging1042,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000300,0.341425,570420.341725,0.000270,0.341695,1.000791,1019 1023,0.000000,""
1043,dyn-staging,staging1043,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000345,0.012097,570420.012442,0.000315,0.012412,1.026043,1022-1023,0.000000,""
1044,dyn-staging,staging1044,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000390,10.296987,570430.297377,0.000360,10.297347,1.000035,1022-1023,0.000000,""
1045,dyn-staging,staging1045,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000435,0.341425,570420.341860,0.000405,0.341830,1.001186,1022-1023,0.000000,""
1046,dyn-staging,staging1046,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000480,0.012097,570420.012577,0.000450,0.012547,1.037204,1010 1023,0.000000,""
1047,dyn-staging,staging1047,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000525,10.296987,570430.297512,0.000495,10.297482,1.000048,1010 1023,0.000000,""
1048,dyn-staging,staging1048,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000570,0.341425,570420.341995,0.000540,0.341965,1.001582,1010 1023,0.000000,""
1049,dyn-staging,staging1049,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000615,0.012097,570420.012712,0.000585,0.012682,1.048365,1012 1023,0.000000,""
105,dyn-staging,staging105,305520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,305520.000075,0.265634,305520.265709,0.000045,0.265679,1.000169,1022-1023,0.000000,""
1050,dyn-staging,staging1050,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000660,10.296987,570430.297647,0.000630,10.297617,1.000061,1012 1023,0.000000,""
1051,dyn-staging,staging1051,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000705,0.341425,570420.342130,0.000675,0.342100,1.001977,1012 1023,0.000000,""
1052,dyn-staging,staging1052,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000750,0.012097,570420.012847,0.000720,0.012817,1.059526,1016 1023,0.000000,""
1053,dyn-staging,staging1053,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000795,10.296987,570430.297782,0.000765,10.297752,1.000074,1016 1023,0.000000,""
1054,dyn-staging,staging1054,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000840,0.341425,570420.342265,0.000810,0.342235,1.002373,1016 1023,0.000000,""
1055,dyn-staging,staging1055,571740.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,571740.000075,43.523492,571783.523567,0.000045,43.523537,1.000001,1022-1023,0.000000,""
1056,dyn-staging,staging1056,571740.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,571740.000120,0.262890,571740.263010,0.000090,0.262980,1.000342,1022-1023,0.000000,""
1057,dyn-staging,staging1057,571740.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,571740.000165,43.523492,571783.523657,0.000135,43.523627,1.000003,1022-1023,0.000000,""
1058,dyn-staging,staging1058,573180.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,573180.000075,0.011921,573180.011996,0.000045,0.011966,1.003776,1022-1023,0.000000,""
1059,dyn-staging,staging1059,573180.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,573180.000120,0.341425,573180.341545,0.000090,0.341515,1.000264,1022-1023,0.000000,""
106,dyn-staging,staging106,305520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,305520.000120,0.263291,305520.263411,0.000090,0.263381,1.000342,1022-1023,0.000000,""
1060,dyn-staging,staging1060,573180.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,573180.000165,11.745220,573191.745385,0.000135,11.745355,1.000011,1022-1023,0.000000,""
1061,dyn-staging,staging1061,573720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,573720.000075,10.296987,573730.297062,0.000045,10.297032,1.000004,1022-1023,0.000000,""
1062,dyn-staging,staging1062,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000075,1.312820,574261.312895,0.000045,1.312865,1.000034,1022-1023,0.000000,""
1063,dyn-staging,staging1063,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000120,0.341425,574260.341545,0.000090,0.341515,1.000264,1022-1023,0.000000,""
1064,dyn-staging,staging1064,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000165,1.312820,574261.312986,0.000135,1.312956,1.000103,1018 1023,0.000000,""
1065,dyn-staging,staging1065,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000210,0.341425,574260.341635,0.000180,0.341605,1.000527,1018 1023,0.000000,""
1066,dyn-staging,staging1066,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000255,1.312820,574261.313076,0.000225,1.313046,1.000171,1019 1023,0.000000,""
1067,dyn-staging,staging1067,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000300,0.341425,574260.341725,0.000270,0.341695,1.000791,1019 1023,0.000000,""
1068,dyn-staging,staging1068,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000345,1.312820,574261.313166,0.000315,1.313136,1.000240,1012 1023,0.000000,""
1069,dyn-staging,staging1069,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000390,0.341425,574260.341815,0.000360,0.341785,1.001055,1012 1023,0.000000,""
107,dyn-staging,staging107,306660.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,306660.000075,10.457750,306670.457825,0.000045,10.457795,1.000004,1022-1023,0.000000,""
1070,dyn-staging,staging1070,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000075,0.024811,582720.024886,0.000045,0.024856,1.001814,1022-1023,0.000000,""
1071,dyn-staging,staging1071,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000120,1.312820,582721.312941,0.000090,1.312911,1.000069,1022-1023,0.000000,""
1072,dyn-staging,staging1072,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000165,0.024811,582720.024976,0.000135,0.024946,1.005442,1019 1023,0.000000,""
1073,dyn-staging,staging1073,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000210,1.312820,582721.313031,0.000180,1.313001,1.000137,1019 1023,0.000000,""
1074,dyn-staging,staging1074,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000255,0.024811,582720.025066,0.000225,0.025036,1.009070,1010 1023,0.000000,""
1075,dyn-staging,staging1075,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000300,1.312820,582721.313121,0.000270,1.313091,1.000206,1010 1023,0.000000,""
1076,dyn-staging,staging1076,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000075,0.014194,584520.014269,0.000045,0.014239,1.003171,1022-1023,0.000000,""
1077,dyn-staging,staging1077,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000120,0.341425,584520.341545,0.000090,0.341515,1.000264,1022-1023,0.000000,""
1078,dyn-staging,staging1078,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000165,10.547110,584530.547275,0.000135,10.547245,1.000013,1022-1023,0.000000,""
1079,dyn-staging,staging1079,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000210,1.087232,584521.087442,0.000180,1.087412,1.000166,1022-1023,0.000000,""
108,dyn-staging,staging108,309180.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,309180.000075,0.265634,309180.265709,0.000045,0.265679,1.000169,1022-1023,0.000000,""
1080,dyn-staging,staging1080,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000255,0.014194,584520.014449,0.000225,0.014419,1.015854,1019 1023,0.000000,""
1081,dyn-staging,staging1081,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000300,0.341425,584520.341725,0.000270,0.341695,1.000791,1019 1023,0.000000,""
1082,dyn-staging,staging1082,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000345,10.547110,584530.547455,0.000315,10.547425,1.000030,1019 1023,0.000000,""
1083,dyn-staging,staging1083,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000390,1.087232,584521.087622,0.000360,1.087592,1.000331,1019 1023,0.000000,""
1084,dyn-staging,staging1084,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000435,0.014194,584520.014629,0.000405,0.014599,1.028537,1010 1023,0.000000,""
1085,dyn-staging,staging1085,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000480,0.341425,584520.341905,0.000450,0.341875,1.001318,1010 1023,0.000000,""
1086,dyn-staging,staging1086,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000525,10.547110,584530.547635,0.000495,10.547605,1.000047,1010 1023,0.000000,""
1087,dyn-staging,staging1087,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000570,1.087232,584521.087802,0.000540,1.087772,1.000497,1010 1023,0.000000,""
1088,dyn-staging,staging1088,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000615,0.014194,584520.014809,0.000585,0.014779,1.041219,1012 1023,0.000000,""
1089,dyn-staging,staging1089,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000660,0.341425,584520.342085,0.000630,0.342055,1.001845,1012 1023,0.000000,""
109,dyn-staging,staging109,309180.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,309180.000120,0.269007,309180.269127,0.000090,0.269097,1.000335,1022-1023,0.000000,""
1090,dyn-staging,staging1090,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000705,10.547110,584530.547815,0.000675,10.547785,1.000064,1012 1023,0.000000,""
1091,dyn-staging,staging1091,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000750,1.087232,584521.087982,0.000720,1.087952,1.000662,1012 1023,0.000000,""
1092,dyn-staging,staging1092,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000795,0.014194,584520.014989,0.000765,0.014959,1.053902,1018 1023,0.000000,""
1093,dyn-staging,staging1093,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000840,0.341425,584520.342265,0.000810,0.342235,1.002373,1018 1023,0.000000,""
1094,dyn-staging,staging1094,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000885,10.547110,584530.547995,0.000855,10.547965,1.000081,1018 1023,0.000000,""
1095,dyn-staging,staging1095,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000930,1.087232,584521.088162,0.000900,1.088132,1.000828,1018 1023,0.000000,""
1096,dyn-staging,staging1096,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000075,0.012097,585000.012172,0.000045,0.012142,1.003720,1019 1023,0.000000,""
1097,dyn-staging,staging1097,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000120,10.133430,585010.133550,0.000090,10.133520,1.000009,1019 1023,0.000000,""
1098,dyn-staging,staging1098,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000165,0.341425,585000.341590,0.000135,0.341560,1.000395,1019 1023,0.000000,""
1099,dyn-staging,staging1099,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000210,0.014194,585000.014404,0.000180,0.014374,1.012683,1019 1023,0.000000,""
11,dyn-staging,staging11,263040.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,263040.000165,0.371639,263040.371804,0.000135,0.371774,1.000363,1019 1023,0.000000,""
110,dyn-staging,staging110,309240.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,309240.000075,0.269007,309240.269082,0.000045,0.269052,1.000167,1022-1023,0.000000,""
1100,dyn-staging,staging1100,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000255,0.012097,585000.012352,0.000225,0.012322,1.018602,1022-1023,0.000000,""
1101,dyn-staging,staging1101,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000300,10.133430,585010.133730,0.000270,10.133700,1.000027,1022-1023,0.000000,""
1102,dyn-staging,staging1102,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000345,0.341425,585000.341770,0.000315,0.341740,1.000923,1022-1023,0.000000,""
1103,dyn-staging,staging1103,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000390,0.014194,585000.014584,0.000360,0.014554,1.025366,1022-1023,0.000000,""
1104,dyn-staging,staging1104,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000435,0.012097,585000.012532,0.000405,0.012502,1.033483,1010 1023,0.000000,""
1105,dyn-staging,staging1105,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000480,10.133430,585010.133910,0.000450,10.133880,1.000044,1010 1023,0.000000,""
1106,dyn-staging,staging1106,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000525,0.341425,585000.341950,0.000495,0.341920,1.001450,1010 1023,0.000000,""
1107,dyn-staging,staging1107,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000570,0.014194,585000.014764,0.000540,0.014734,1.038049,1010 1023,0.000000,""
1108,dyn-staging,staging1108,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000615,0.012097,585000.012712,0.000585,0.012682,1.048365,1012 1023,0.000000,""
1109,dyn-staging,staging1109,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000660,10.133430,585010.134090,0.000630,10.134060,1.000062,1012 1023,0.000000,""
111,dyn-staging,staging111,309240.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,309240.000120,0.269007,309240.269127,0.000090,0.269097,1.000335,1022-1023,0.000000,""
1110,dyn-staging,staging1110,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000705,0.341425,585000.342130,0.000675,0.342100,1.001977,1012 1023,0.000000,""
1111,dyn-staging,staging1111,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000750,0.014194,585000.014944,0.000720,0.014914,1.050731,1012 1023,0.000000,""
1112,dyn-staging,staging1112,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000795,0.012097,585000.012892,0.000765,0.012862,1.063246,1018 1023,0.000000,""
1113,dyn-staging,staging1113,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000840,10.133430,585010.134270,0.000810,10.134240,1.000080,1018 1023,0.000000,""
1114,dyn-staging,staging1114,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000885,0.341425,585000.342310,0.000855,0.342280,1.002505,1018 1023,0.000000,""
1115,dyn-staging,staging1115,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000930,0.014194,585000.015124,0.000900,0.015094,1.063414,1018 1023,0.000000,""
1116,dyn-staging,staging1116,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000975,0.012097,585000.013072,0.000945,0.013042,1.078128,1016 1023,0.000000,""
1117,dyn-staging,staging1117,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001020,10.133430,585010.134450,0.000990,10.134420,1.000098,1016 1023,0.000000,""
1118,dyn-staging,staging1118,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001065,0.341425,585000.342490,0.001035,0.342460,1.003032,1016 1023,0.000000,""
1119,dyn-staging,staging1119,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001110,0.014194,585000.015304,0.001080,0.015274,1.076097,1016 1023,0.000000,""
112,dyn-staging,staging112,309480.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,309480.000075,0.265634,309480.265709,0.000045,0.265679,1.000169,1022-1023,0.000000,""
1120,dyn-staging,staging1120,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001155,0.012097,585000.013252,0.001125,0.013222,1.093009,1015 1023,0.000000,""
1121,dyn-staging,staging1121,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001200,10.133430,585010.134630,0.001170,10.134600,1.000115,1015 1023,0.000000,""
1122,dyn-staging,staging1122,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001245,0.341425,585000.342670,0.001215,0.342640,1.003559,1015 1023,0.000000,""
1123,dyn-staging,staging1123,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001290,0.014194,585000.015484,0.001260,0.015454,1.088780,1015 1023,0.000000,""
1124,dyn-staging,staging1124,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001335,0.012097,585000.013432,0.001305,0.013402,1.107891,1011 1023,0.000000,""
1125,dyn-staging,staging1125,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001380,10.133430,585010.134810,0.001350,10.134780,1.000133,1011 1023,0.000000,""
1126,dyn-staging,staging1126,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001425,0.341425,585000.342850,0.001395,0.342820,1.004086,1011 1023,0.000000,""
1127,dyn-staging,staging1127,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001470,0.014194,585000.015664,0.001440,0.015634,1.101463,1011 1023,0.000000,""
1128,dyn-staging,staging1128,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001515,0.012097,585000.013612,0.001485,0.013582,1.122772,1017 1023,0.000000,""
1129,dyn-staging,staging1129,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001560,10.133430,585010.134990,0.001530,10.134960,1.000151,1017 1023,0.000000,""
113,dyn-staging,staging113,310140.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,310140.000075,0.269007,310140.269082,0.000045,0.269052,1.000167,1022-1023,0.000000,""
