job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata
1039,dyn-staging,staging1039,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000345,0.030972,570420.031317,0.000315,0.031287,1.010172,1022-1023,0.000000,""
104,dyn-staging,staging104,304740.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,304740.000210,1.818195,304741.818405,0.000180,1.818375,1.000099,1019 1023,0.000000,""
1040,dyn-staging,staging1040,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000390,102.879866,570522.880256,0.000360,102.880226,1.000003,1022-1023,0.000000,""
1041,dyn-staging,staging1041,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000435,3.324252,570423.324687,0.000405,3.324657,1.000122,1022-1023,0.000000,""
1042,dyn-staging,staging1042,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000480,0.020486,570420.020966,0.000450,0.020936,1.021969,1010 1023,0.000000,""
1043,dyn-staging,staging1043,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000525,51.444933,570471.445458,0.000495,51.445428,1.000010,1010 1023,0.000000,""
1044,dyn-staging,staging1044,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000570,1.667126,570421.667696,0.000540,1.667666,1.000324,1010 1023,0.000000,""
1045,dyn-staging,staging1045,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000615,0.020486,570420.021101,0.000585,0.021071,1.028560,1012 1023,0.000000,""
1046,dyn-staging,staging1046,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000660,51.444933,570471.445593,0.000630,51.445563,1.000012,1012 1023,0.000000,""
1047,dyn-staging,staging1047,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000705,1.667126,570421.667831,0.000675,1.667801,1.000405,1012 1023,0.000000,""
1048,dyn-staging,staging1048,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000750,0.030972,570420.031722,0.000720,0.031692,1.023250,1016 1023,0.000000,""
1049,dyn-staging,staging1049,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000795,102.879866,570522.880661,0.000765,102.880631,1.000007,1016 1023,0.000000,""
105,dyn-staging,staging105,305520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,305520.000075,2.566342,305522.566417,0.000045,2.566387,1.000018,1022-1023,0.000000,""
1050,dyn-staging,staging1050,570420.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,570420.000840,3.324252,570423.325092,0.000810,3.325062,1.000244,1016 1023,0.000000,""
1051,dyn-staging,staging1051,571740.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,571740.000075,435.144916,572175.144991,0.000045,435.144961,1.000000,1022-1023,0.000000,""
1052,dyn-staging,staging1052,571740.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,571740.000120,2.538897,571742.539017,0.000090,2.538987,1.000035,1022-1023,0.000000,""
1053,dyn-staging,staging1053,571740.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,571740.000165,435.144916,572175.145081,0.000135,435.145051,1.000000,1022-1023,0.000000,""
1054,dyn-staging,staging1054,573180.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,573180.000075,0.029214,573180.029289,0.000045,0.029259,1.001541,1022-1023,0.000000,""
1055,dyn-staging,staging1055,573180.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,573180.000120,3.324252,573183.324372,0.000090,3.324342,1.000027,1022-1023,0.000000,""
1056,dyn-staging,staging1056,573180.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,573180.000165,117.362200,573297.362365,0.000135,117.362335,1.000001,1022-1023,0.000000,""
1057,dyn-staging,staging1057,573720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,573720.000075,102.879866,573822.879941,0.000045,102.879911,1.000000,1018 1023,0.000000,""
1058,dyn-staging,staging1058,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000075,6.524102,574266.524177,0.000045,6.524147,1.000007,1019 1023,0.000000,""
1059,dyn-staging,staging1059,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000120,1.667126,574261.667246,0.000090,1.667216,1.000054,1019 1023,0.000000,""
106,dyn-staging,staging106,305520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,305520.000120,2.542909,305522.543029,0.000090,2.542999,1.000035,1022-1023,0.000000,""
1060,dyn-staging,staging1060,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000165,13.038205,574273.038370,0.000135,13.038340,1.000010,1018 1023,0.000000,""
1061,dyn-staging,staging1061,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000210,3.324252,574263.324462,0.000180,3.324432,1.000054,1018 1023,0.000000,""
1062,dyn-staging,staging1062,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000255,6.524102,574266.524357,0.000225,6.524327,1.000034,1010 1023,0.000000,""
1063,dyn-staging,staging1063,574260.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,574260.000300,1.667126,574261.667426,0.000270,1.667396,1.000162,1010 1023,0.000000,""
1064,dyn-staging,staging1064,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000075,0.084054,582720.084129,0.000045,0.084099,1.000535,1019 1023,0.000000,""
1065,dyn-staging,staging1065,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000120,6.524102,582726.524222,0.000090,6.524192,1.000014,1019 1023,0.000000,""
1066,dyn-staging,staging1066,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000165,0.158108,582720.158273,0.000135,0.158243,1.000854,1022-1023,0.000000,""
1067,dyn-staging,staging1067,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000210,13.038205,582733.038415,0.000180,13.038385,1.000014,1022-1023,0.000000,""
1068,dyn-staging,staging1068,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000255,0.084054,582720.084309,0.000225,0.084279,1.002677,1010 1023,0.000000,""
1069,dyn-staging,staging1069,582720.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,582720.000300,6.524102,582726.524402,0.000270,6.524372,1.000041,1010 1023,0.000000,""
107,dyn-staging,staging107,306660.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,306660.000075,104.487502,306764.487577,0.000045,104.487547,1.000000,1022-1023,0.000000,""
1070,dyn-staging,staging1070,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000075,0.030972,584520.031047,0.000045,0.031017,1.001453,1019 1023,0.000000,""
1071,dyn-staging,staging1071,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000120,1.667126,584521.667246,0.000090,1.667216,1.000054,1019 1023,0.000000,""
1072,dyn-staging,staging1072,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000165,52.695550,584572.695715,0.000135,52.695685,1.000003,1019 1023,0.000000,""
1073,dyn-staging,staging1073,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000210,5.396159,584525.396369,0.000180,5.396339,1.000033,1019 1023,0.000000,""
1074,dyn-staging,staging1074,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000255,0.051943,584520.052198,0.000225,0.052168,1.004332,1022-1023,0.000000,""
1075,dyn-staging,staging1075,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000300,3.324252,584523.324552,0.000270,3.324522,1.000081,1022-1023,0.000000,""
1076,dyn-staging,staging1076,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000345,105.381100,584625.381445,0.000315,105.381415,1.000003,1022-1023,0.000000,""
1077,dyn-staging,staging1077,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000390,10.782319,584530.782709,0.000360,10.782679,1.000033,1022-1023,0.000000,""
1078,dyn-staging,staging1078,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000435,0.030972,584520.031407,0.000405,0.031377,1.013078,1010 1023,0.000000,""
1079,dyn-staging,staging1079,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000480,1.667126,584521.667606,0.000450,1.667576,1.000270,1010 1023,0.000000,""
108,dyn-staging,staging108,309180.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,309180.000075,2.566342,309182.566417,0.000045,2.566387,1.000018,1022-1023,0.000000,""
1080,dyn-staging,staging1080,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000525,52.695550,584572.696075,0.000495,52.696045,1.000009,1010 1023,0.000000,""
1081,dyn-staging,staging1081,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000570,5.396159,584525.396729,0.000540,5.396699,1.000100,1010 1023,0.000000,""
1082,dyn-staging,staging1082,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000615,0.030972,584520.031587,0.000585,0.031557,1.018891,1012 1023,0.000000,""
1083,dyn-staging,staging1083,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000660,1.667126,584521.667786,0.000630,1.667756,1.000378,1012 1023,0.000000,""
1084,dyn-staging,staging1084,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000705,52.695550,584572.696255,0.000675,52.696225,1.000013,1012 1023,0.000000,""
1085,dyn-staging,staging1085,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000750,5.396159,584525.396909,0.000720,5.396879,1.000133,1012 1023,0.000000,""
1086,dyn-staging,staging1086,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000795,0.051943,584520.052738,0.000765,0.052708,1.014730,1018 1023,0.000000,""
1087,dyn-staging,staging1087,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000840,3.324252,584523.325092,0.000810,3.325062,1.000244,1018 1023,0.000000,""
1088,dyn-staging,staging1088,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000885,105.381100,584625.381985,0.000855,105.381955,1.000008,1018 1023,0.000000,""
1089,dyn-staging,staging1089,584520.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,584520.000930,10.782319,584530.783249,0.000900,10.783219,1.000083,1018 1023,0.000000,""
109,dyn-staging,staging109,309180.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,309180.000120,2.600071,309182.600191,0.000090,2.600161,1.000035,1022-1023,0.000000,""
1090,dyn-staging,staging1090,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000075,0.020486,585000.020561,0.000045,0.020531,1.002197,1019 1023,0.000000,""
1091,dyn-staging,staging1091,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000120,50.627149,585050.627269,0.000090,50.627239,1.000002,1019 1023,0.000000,""
1092,dyn-staging,staging1092,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000165,1.667126,585001.667291,0.000135,1.667261,1.000081,1019 1023,0.000000,""
1093,dyn-staging,staging1093,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000210,0.030972,585000.031182,0.000180,0.031152,1.005813,1019 1023,0.000000,""
1094,dyn-staging,staging1094,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000255,0.020486,585000.020741,0.000225,0.020711,1.010985,1010 1023,0.000000,""
1095,dyn-staging,staging1095,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000300,50.627149,585050.627449,0.000270,50.627419,1.000005,1010 1023,0.000000,""
1096,dyn-staging,staging1096,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000345,1.667126,585001.667471,0.000315,1.667441,1.000189,1010 1023,0.000000,""
1097,dyn-staging,staging1097,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000390,0.030972,585000.031362,0.000360,0.031332,1.011625,1010 1023,0.000000,""
1098,dyn-staging,staging1098,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000435,0.020486,585000.020921,0.000405,0.020891,1.019772,1012 1023,0.000000,""
1099,dyn-staging,staging1099,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000480,50.627149,585050.627629,0.000450,50.627599,1.000009,1012 1023,0.000000,""
11,dyn-staging,staging11,263040.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,263040.000165,1.818195,263041.818360,0.000135,1.818330,1.000074,1019 1023,0.000000,""
110,dyn-staging,staging110,309240.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,309240.000075,2.600071,309242.600146,0.000045,2.600116,1.000017,1022-1023,0.000000,""
1100,dyn-staging,staging1100,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000525,1.667126,585001.667651,0.000495,1.667621,1.000297,1012 1023,0.000000,""
1101,dyn-staging,staging1101,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000570,0.030972,585000.031542,0.000540,0.031512,1.017438,1012 1023,0.000000,""
1102,dyn-staging,staging1102,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000615,0.030972,585000.031587,0.000585,0.031557,1.018891,1018 1023,0.000000,""
1103,dyn-staging,staging1103,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000660,101.244298,585101.244958,0.000630,101.244928,1.000006,1018 1023,0.000000,""
1104,dyn-staging,staging1104,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000705,3.324252,585003.324957,0.000675,3.324927,1.000203,1018 1023,0.000000,""
1105,dyn-staging,staging1105,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000750,0.051943,585000.052693,0.000720,0.052663,1.013863,1018 1023,0.000000,""
1106,dyn-staging,staging1106,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000795,0.030972,585000.031767,0.000765,0.031737,1.024703,1016 1023,0.000000,""
1107,dyn-staging,staging1107,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000840,101.244298,585101.245138,0.000810,101.245108,1.000008,1016 1023,0.000000,""
1108,dyn-staging,staging1108,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000885,3.324252,585003.325137,0.000855,3.325107,1.000257,1016 1023,0.000000,""
1109,dyn-staging,staging1109,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000930,0.051943,585000.052873,0.000900,0.052843,1.017329,1016 1023,0.000000,""
111,dyn-staging,staging111,309240.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,309240.000120,2.600071,309242.600191,0.000090,2.600161,1.000035,1022-1023,0.000000,""
1110,dyn-staging,staging1110,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.000975,0.030972,585000.031947,0.000945,0.031917,1.030516,1015 1023,0.000000,""
1111,dyn-staging,staging1111,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001020,101.244298,585101.245318,0.000990,101.245288,1.000010,1015 1023,0.000000,""
1112,dyn-staging,staging1112,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001065,3.324252,585003.325317,0.001035,3.325287,1.000311,1015 1023,0.000000,""
1113,dyn-staging,staging1113,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001110,0.051943,585000.053053,0.001080,0.053023,1.020795,1015 1023,0.000000,""
1114,dyn-staging,staging1114,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001155,0.020486,585000.021641,0.001125,0.021611,1.054923,1011 1023,0.000000,""
1115,dyn-staging,staging1115,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001200,50.627149,585050.628349,0.001170,50.628319,1.000023,1011 1023,0.000000,""
1116,dyn-staging,staging1116,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001245,1.667126,585001.668371,0.001215,1.668341,1.000729,1011 1023,0.000000,""
1117,dyn-staging,staging1117,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001290,0.030972,585000.032262,0.001260,0.032232,1.040688,1011 1023,0.000000,""
1118,dyn-staging,staging1118,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001335,0.030972,585000.032307,0.001305,0.032277,1.042141,1017 1023,0.000000,""
1119,dyn-staging,staging1119,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001380,101.244298,585101.245678,0.001350,101.245648,1.000013,1017 1023,0.000000,""
112,dyn-staging,staging112,309480.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,309480.000075,2.566342,309482.566417,0.000045,2.566387,1.000018,1022-1023,0.000000,""
1120,dyn-staging,staging1120,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001425,3.324252,585003.325677,0.001395,3.325647,1.000420,1017 1023,0.000000,""
1121,dyn-staging,staging1121,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001470,0.051943,585000.053413,0.001440,0.053383,1.027726,1017 1023,0.000000,""
1122,dyn-staging,staging1122,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001515,0.014194,585000.015710,0.001485,0.015680,1.104633,1020 1023,0.000000,""
1123,dyn-staging,staging1123,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001560,20.256860,585020.258420,0.001530,20.258390,1.000076,1020 1023,0.000000,""
1124,dyn-staging,staging1124,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001605,0.672850,585000.674456,0.001575,0.674426,1.002341,1020 1023,0.000000,""
1125,dyn-staging,staging1125,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001650,0.018389,585000.020039,0.001620,0.020009,1.088110,1020 1023,0.000000,""
1126,dyn-staging,staging1126,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001695,0.020486,585000.022181,0.001665,0.022151,1.081287,1013 1023,0.000000,""
1127,dyn-staging,staging1127,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001740,50.627149,585050.628889,0.001710,50.628859,1.000034,1013 1023,0.000000,""
1128,dyn-staging,staging1128,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001785,1.667126,585001.668911,0.001755,1.668881,1.001053,1013 1023,0.000000,""
1129,dyn-staging,staging1129,585000.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,585000.001830,0.030972,585000.032802,0.001800,0.032772,1.058126,1013 1023,0.000000,""
113,dyn-staging,staging113,310140.000030,1,-1.000000,1,COMPLETED_SUCCESSFULLY,310140.000075,2.600071,310142.600146,0.000045,2.600116,1.000017,1022-1023,0.000000,""
